iter	RMSE
125	0.1401179213
126	0.1396498899
127	0.139296514
128	0.1388212708
129	0.1383084509
130	0.1378334522
131	0.1374990201
132	0.1370564203
133	0.1366753892
134	0.1362370744
135	0.1358272612
136	0.1353957116
137	0.134949047
138	0.134583827
139	0.1342859345
140	0.1339453962
141	0.1336592158
142	0.1334115278
143	0.1329432781
144	0.1326267391
145	0.1322637646
146	0.1319609587
147	0.1317244888
148	0.1313771136
149	0.131086474
150	0.1308626954
151	0.1306512325
152	0.1302920537
153	0.12999647
154	0.1297844616
155	0.1294314095
156	0.1291947519
157	0.1290185081
158	0.1287668036
159	0.1284556521
160	0.1281802936
161	0.1279744621
162	0.1276612167
163	0.1275107677
164	0.1272168672
165	0.1269368486
166	0.1266894033
167	0.1264776266
168	0.1263345776
169	0.1261208015
170	0.1259293581
171	0.1256778364
172	0.1254711752
173	0.1251946316
174	0.1249607958
175	0.1247557712
176	0.1246276103
177	0.1244625284
178	0.1241686038
179	0.1239528142
180	0.1236446945
181	0.1234825301
182	0.1233221799
183	0.1230529223
184	0.1228905648
185	0.1226887988
186	0.1224669076
187	0.1222414358
188	0.1220284955
189	0.1217906683
190	0.1216539998
191	0.1214751456
192	0.1213543341
193	0.1211522551
194	0.1210047585
195	0.1206914071
196	0.1205365969
197	0.1203927788
198	0.1202094431
199	0.1200035716
200	0.1198261407
201	0.1196219994
202	0.1194502753
203	0.1192209633
204	0.1191118034
205	0.1190105767
206	0.1188605343
207	0.118650249
208	0.1184550741
209	0.1182074492
210	0.1181114929
211	0.1179298853
212	0.1176779294
213	0.1175022073
214	0.1173066181
215	0.1171203824
216	0.1169690688
217	0.1167852707
218	0.1166427544
219	0.1165304478
220	0.1164088683
221	0.1163055709
222	0.1161436222
223	0.1159605227
224	0.1158341265
225	0.1157189112
226	0.1155633475
227	0.115396297
228	0.1152839349
229	0.1151708955
230	0.1150452222
231	0.1148343085
232	0.1147176117
233	0.114549928
234	0.114416537
235	0.1143117491
236	0.1141641721
237	0.1140136965
238	0.1139433913
239	0.113864828
240	0.1136975304
241	0.1135946974
242	0.1135284561
243	0.1133620657
244	0.1131902409
245	0.1130337287
246	0.1128500708
247	0.1127283422
248	0.1126012651
249	0.1124794295
250	0.1124426845
251	0.1123371172
252	0.1121616743
253	0.1120311107
254	0.1118240485
255	0.1117184217
256	0.1115674137
257	0.1114530103
258	0.1113407287
259	0.1112440742
260	0.1111153484
261	0.1109946571
262	0.1108567027
263	0.1107431706
264	0.1106157519
265	0.1104865228
266	0.110343587
267	0.1102344285
268	0.1101238573
269	0.1100531999
270	0.1099041868
271	0.1097419326
272	0.1096095928
273	0.1095022455
274	0.109368599
275	0.1092377965
276	0.1091368974
277	0.109061114
278	0.1089589774
279	0.1088680827
280	0.1087357024
281	0.1086986868
282	0.1085799573
283	0.1084791161
284	0.1084208102
285	0.1083009748
286	0.1081905875
287	0.1080751283
288	0.1079442717
289	0.1078296306
290	0.1077336492
291	0.1076366789
292	0.1075863335
293	0.1074450207
294	0.1073533225
295	0.1072714228
296	0.1071856114
297	0.107071558
298	0.1069883824
299	0.1068905542
300	0.1067913593
301	0.106691345
302	0.1066094252
303	0.1064783477
304	0.1063659804
305	0.1062685757
306	0.106132474
307	0.1060240986
308	0.1059460354
309	0.1058446778
310	0.10574224
311	0.1056641061
312	0.1055456735
313	0.1055250414
314	0.1054255852
315	0.1052945612
316	0.1051683161
317	0.1050767512
318	0.1049724157
319	0.1048719685
320	0.1047666863
321	0.1046417502
322	0.1045486195
323	0.1045078429
324	0.104412934
325	0.1043127047
326	0.1042143505
327	0.1041584399
328	0.1041303358
329	0.1040131516
330	0.1039945358
331	0.1038847221
332	0.1038592218
333	0.1037296612
334	0.1036045314
335	0.1035229514
336	0.1034526109
337	0.1033636408
338	0.1032490801
339	0.1031623813
340	0.1030336069
341	0.102917431
342	0.1028788191
343	0.1028213254
344	0.1027231415
345	0.1026188642
346	0.1025584317
347	0.102414088
348	0.102313462
349	0.1022003509
350	0.102114325
351	0.1020010513
352	0.10194901
353	0.1018816841
354	0.1018391817
355	0.1017315547
356	0.101654174
357	0.1015400094
358	0.1014377857
359	0.101326289
360	0.1012337788
361	0.1011514681
362	0.1010400059
363	0.1009805192
364	0.1008822038
365	0.1007850513
366	0.1006755016
367	0.1006187181
368	0.1005586236
369	0.100477006
370	0.1004007482
371	0.1003223702
372	0.1002846029
373	0.1001707025
374	0.1001544514
375	0.100048076
376	0.09997413872
377	0.09988138128
378	0.09980330793
379	0.09970316281
380	0.09959601414
381	0.09949670825
382	0.09941575112
383	0.09936321596
384	0.09928290182
385	0.0991745232
386	0.09908315617
387	0.09902897393
388	0.09899614488
389	0.09894418196
390	0.09890495037
391	0.09882289692
392	0.09872058044
393	0.09865275144
394	0.09858797702
395	0.09847464745
396	0.09836038586
397	0.09833313137
398	0.0982498981
399	0.09815451483
400	0.09806731944
401	0.09796615412
402	0.09792652396
403	0.09787769525
404	0.0978146998
405	0.09773246552
406	0.09769424789
407	0.09766260865
408	0.09755389629
409	0.09745288492
410	0.0974181489
411	0.0973925363
412	0.09735784841
413	0.09719514199
414	0.09703931214
415	0.09695376997
416	0.0968860117
417	0.09682174819
418	0.09679697267
419	0.09668635875
420	0.09658073166
421	0.09650189676
422	0.09640624338
423	0.09633669237
424	0.09620047344
425	0.09608957226
426	0.0960528627
427	0.09602902408
428	0.09593483235
429	0.09584870732
430	0.09582027454
431	0.09574069774
432	0.09570539219
433	0.09562478426
434	0.09551729725
435	0.09542130771
436	0.09539569953
437	0.09531064061
438	0.09528135751
439	0.09521951258
440	0.09509765948
441	0.09502450433
442	0.09491331781
443	0.09483194871
444	0.09474901769
445	0.09466334626
446	0.09458427665
447	0.09447725225
448	0.09437347744
449	0.09429153548
450	0.09421159026
451	0.09412516548
452	0.09404894936
453	0.09394605005
454	0.0938399312
455	0.09375163688
456	0.09364979377
457	0.09353902509
458	0.09351695406
459	0.09341592722
460	0.09332053497
461	0.09325698521
462	0.09323026177
463	0.09319637679
464	0.09316805924
465	0.09310490307
466	0.09300780774
467	0.09295172433
468	0.09288673987
469	0.09283361874
470	0.09274117055
471	0.09265709486
472	0.09257687175
473	0.09248285873
474	0.09241103249
475	0.09235259755
476	0.09226387281
477	0.09218893227
478	0.09211518106
479	0.09204211953
480	0.09197131037
481	0.09189526043
482	0.09176671024
483	0.09173573684
484	0.09163173997
485	0.09156259785
486	0.09145233923
487	0.09135783947
488	0.09121792587
489	0.09115518931
490	0.09105080586
491	0.09094251471
492	0.09084056202
493	0.09075644914
494	0.09070329429
495	0.09060633106
496	0.09054881198
497	0.09046369391
498	0.09036541512
499	0.09029919767
500	0.09021033698
501	0.09012727565
502	0.09005877696
503	0.08996432342
504	0.08991195895
505	0.08984176162
506	0.08977703298
507	0.0897032958
508	0.08959602822
509	0.08949574327
510	0.0894373775
511	0.08933462894
512	0.08928581214
513	0.08926662053
514	0.08924020458
515	0.08918776057
516	0.08910996292
517	0.08902484532
518	0.08895256746
519	0.08884623214
520	0.08877032857
521	0.08868565936
522	0.08860489496
523	0.08851706562
524	0.08841584772
525	0.08835344257
526	0.08826629877
527	0.08820378105
528	0.08814224318
529	0.08804042842
530	0.08794678886
531	0.08788002631
532	0.08782483808
533	0.08778038154
534	0.08771141472
535	0.08762569338
536	0.08755815529
537	0.08749981056
538	0.08744048098
539	0.08736025254
540	0.08734087778
541	0.08726295989
542	0.08720175923
543	0.0871128653
544	0.08701230522
545	0.08694220771
546	0.08686280567
547	0.08677285661
548	0.08667480206
549	0.08660465891
550	0.08656851026
551	0.08647751707
552	0.08642460893
553	0.08633394619
554	0.08626882309
555	0.08619778032
556	0.08618021756
557	0.0861245781
558	0.0860528085
559	0.08597537875
560	0.08591358596
561	0.08586507581
562	0.08578535037
563	0.08571342555
564	0.08563195369
565	0.08554506507
566	0.08548785404
567	0.08542496381
568	0.08531881837
569	0.08525359207
570	0.08517331573
571	0.08510303103
572	0.08502057281
573	0.08495771455
574	0.08485421951
575	0.08481970742
576	0.08474706697
577	0.08465745198
578	0.08464259632
579	0.08455556487
580	0.08447918154
581	0.08441705024
582	0.0843216467
583	0.08423962757
584	0.08418645443
585	0.08411135975
586	0.08403945133
587	0.08397371184
588	0.08393460676
589	0.08386106632
590	0.08379724821
591	0.08369973231
592	0.08363546021
593	0.0836190338
594	0.08352900415
595	0.08345737182
596	0.08337845148
597	0.08336151425
598	0.08334715271
599	0.08330375171
600	0.08324416208
601	0.08318447273
602	0.08307930908
603	0.08301743534
604	0.08294484066
605	0.0829043068
606	0.08282139096
607	0.08274389519
608	0.0826781011
609	0.08263902339
610	0.08257274167
611	0.08253072701
612	0.08243107023
613	0.08237077918
614	0.08227542804
615	0.08224087035
616	0.08217047115
617	0.08210141403
618	0.08205970598
619	0.08199287964
620	0.08190601887
621	0.0818402825
622	0.08178145741
623	0.08173306531
624	0.08164789179
625	0.0815825243
626	0.08153460932
627	0.08147670559
628	0.08141309462
629	0.0813733513
630	0.08135880141
631	0.081274856
632	0.0812022028
633	0.08114635251
634	0.08109003499
635	0.08102261116
636	0.08095867001
637	0.08090982239
638	0.0808426168
639	0.08082695534
640	0.08076896727
641	0.08070567518
642	0.08066306911
643	0.08062066103
644	0.08054116799
645	0.08048030728
646	0.08040654402
647	0.08031442416
648	0.08025072463
649	0.08018926295
650	0.08013788229
651	0.08008513967
652	0.0800343043
653	0.07995425136
654	0.07989596699
655	0.07985588503
656	0.0797670777
657	0.0796564925
658	0.07964134375
659	0.079592166
660	0.07953134324
661	0.07947744019
662	0.07940316402
663	0.07933742358
664	0.07926289708
665	0.07917939105
666	0.07910989868
667	0.07905801079
668	0.07896600071
669	0.07893753647
670	0.07886651034
671	0.07881156479
672	0.07874950332
673	0.07871558443
674	0.07864082885
675	0.07857089481
676	0.07851097491
677	0.07845023563
678	0.07839700571
679	0.07835095084
680	0.07827820902
681	0.07820370831
682	0.07814354574
683	0.0780774325
684	0.07801524803
685	0.07795201466
686	0.07788520164
687	0.0778206762
688	0.07775007536
689	0.07766392545
690	0.07759127007
691	0.07752139739
692	0.07746845575
693	0.07744336368
694	0.07738518629
695	0.07732289915
696	0.07728864535
697	0.07723180684
698	0.07716394232
699	0.07708411857
700	0.07703158845
701	0.07695048664
702	0.07688792793
703	0.07681918754
704	0.07677234236
705	0.07672186991
706	0.076703523
707	0.07665103005
708	0.07661713172
709	0.0765486599
710	0.07652330685
711	0.07647464819
712	0.07641532978
713	0.07635814292
714	0.076271348
715	0.07622941448
716	0.0761583605
717	0.07612213257
718	0.07604961265
719	0.07599117045
720	0.07593602261
721	0.07587283102
722	0.07581376134
723	0.07577044043
724	0.07568985374
725	0.07561472187
726	0.07557283578
727	0.07549511868
728	0.07544568319
729	0.0754007569
730	0.07532086822
731	0.07526194619
732	0.07520635441
733	0.07514727063
734	0.07507450805
735	0.07504323965
736	0.07496851168
737	0.07495079714
738	0.07491367783
739	0.07485342864
740	0.0748047768
741	0.07474098865
742	0.07471063679
743	0.07469757785
744	0.07464714109
745	0.0745743463
746	0.07451787999
747	0.07447485644
748	0.07446541307
749	0.07439728749
750	0.07437494439
751	0.07432838259
752	0.07427569274
753	0.07420945522
754	0.07415284241
755	0.07408443205
756	0.07403470966
757	0.07397356307
758	0.07392902603
759	0.07386621178
760	0.07381767344
761	0.07374558107
762	0.07373615557
763	0.07372655842
764	0.07366831156
765	0.07359808127
766	0.07355796385
767	0.0734845971
768	0.07340107532
769	0.07336290011
770	0.07331781323
771	0.07327701023
772	0.07326998925
773	0.07322459462
774	0.07318931925
775	0.07314691165
776	0.07310008111
777	0.07304524
778	0.072990745
779	0.07290629085
780	0.07286012487
781	0.07278080963
782	0.07272517402
783	0.07267460962
784	0.07261649683
785	0.07257206192
786	0.07252513539
787	0.07245137465
788	0.07239311842
789	0.0723203987
790	0.0722582095
791	0.07221077211
792	0.07217604273
793	0.07213081734
794	0.07208956919
795	0.07204076459
796	0.0719901442
797	0.0719490997
798	0.07187009107
799	0.0718132467
800	0.07173819869
801	0.07168723696
802	0.07163674246
803	0.07158066593
804	0.07153806925
805	0.0714839585
806	0.07141333492
807	0.07135617143
808	0.07128910436
809	0.07122276622
810	0.07119162227
811	0.07112894103
812	0.0710718601
813	0.07104849443
814	0.07103742378
815	0.07097450972
816	0.07093886894
817	0.07091417275
818	0.07085244307
819	0.0708169463
820	0.07074609351
821	0.07067469122
822	0.07064685337
823	0.07059505508
824	0.07054209669
825	0.07047452945
826	0.07041596066
827	0.07037518043
828	0.07033034855
829	0.07028574266
830	0.07023730426
831	0.0701865462
832	0.0701806202
833	0.07014300149
834	0.07013704759
835	0.07009509342
836	0.07002332774
837	0.06995671849
838	0.06992097676
839	0.06987690297
840	0.06982338471
841	0.06976228408
842	0.06971893391
843	0.06964950873
844	0.06958601093
845	0.06954594906
846	0.06949423508
847	0.06945148782
848	0.06941045178
849	0.06937077337
850	0.06931531226
851	0.06926427995
852	0.06920761412
853	0.06917932326
854	0.06912300566
855	0.06907803779
856	0.06901438987
857	0.06895813237
858	0.06888861152
859	0.06883328592
860	0.06879514531
861	0.06876302298
862	0.06875769675
863	0.06872939286
864	0.06866449318
865	0.06862104485
866	0.06861230329
867	0.06856974545
868	0.06852085165
869	0.06846123512
870	0.0684185969
871	0.06837546263
872	0.06833775937
873	0.06829254386
874	0.06823697096
875	0.06818486888
876	0.06817857652
877	0.06812385002
878	0.06807435742
879	0.06802513177
880	0.06800126806
881	0.06793613568
882	0.06787364523
883	0.06784328062
884	0.06779906429
885	0.06774892987
886	0.06768928427
887	0.06764546236
888	0.06760125133
889	0.06756743052
890	0.06752011677
891	0.06748570871
892	0.06745078833
893	0.06741208647
894	0.06734593254
895	0.06728884482
896	0.06728216607
897	0.0672481052
898	0.06720185142
899	0.06717552405
900	0.06716872609
901	0.06712831357
902	0.06708327586
903	0.06707862674
904	0.06702190645
905	0.06701738552
906	0.06700616337
907	0.06696256672
908	0.06690888431
909	0.06690424446
910	0.06684783946
911	0.06684243533
912	0.06680917929
913	0.06676835973
914	0.06676394181
915	0.06671001589
916	0.06670412431
917	0.06667603439
918	0.06663020255
919	0.06658406884
920	0.06654725678
921	0.0664983979
922	0.06645340599
923	0.06641929144
924	0.06641351297
925	0.06637194663
926	0.06636461602
927	0.06633516811
928	0.06628014012
929	0.06625053692
930	0.06620517667
931	0.06615669364
932	0.06611252946
933	0.06610696451
934	0.06607119943
935	0.0660656365
936	0.06599725772
937	0.06596892723
938	0.06592953228
939	0.06588490697
940	0.06587666771
941	0.0658161163
942	0.06575835528
943	0.0656954303
944	0.06568666332
945	0.06565595483
946	0.06560396601
947	0.06559832422
948	0.06557163924
949	0.06551123079
950	0.06550597522
951	0.06547210837
952	0.06543064507
953	0.06540511393
954	0.06536501889
955	0.06532535083
956	0.06526597484
957	0.065207722
958	0.06518046394
959	0.06517530735
960	0.06513134836
961	0.06512762801
962	0.06509521135
963	0.06508998527
964	0.06505387342
965	0.06500155349
966	0.06499638284
967	0.06496607288
968	0.06491635237
969	0.06487124138
970	0.06484224046
971	0.06478677235
972	0.06474755272
973	0.06469026613
974	0.06465066193
975	0.0646458325
976	0.06458620028
977	0.06453058579
978	0.0645258944
979	0.06448634775
980	0.0644545387
981	0.06442830129
982	0.06437573658
983	0.06434222473
984	0.06429295924
985	0.06428634183
986	0.06421828511
987	0.06417331475
988	0.06412263838
989	0.06407975423
990	0.06402693169
991	0.06395792847
992	0.06390827636
993	0.06385206708
994	0.06380488642
995	0.063760183
996	0.06369319346
997	0.06365601392
998	0.06360138943
999	0.06355467068
1000	0.06352088039
1001	0.06346889152
1002	0.063407123
1003	0.06340254037
1004	0.06335802709
1005	0.06330639225
1006	0.06326112361
1007	0.06325674604
1008	0.06322780422
1009	0.06318047735
1010	0.0631314579
1011	0.06310398772
1012	0.06307593581
1013	0.06307168686
1014	0.0630302532
1015	0.06299485635
1016	0.062952296
1017	0.06294732383
1018	0.06291546995
1019	0.06291111105
1020	0.06285970282
1021	0.0628554284
1022	0.06281751377
1023	0.06276981349
1024	0.06274259144
1025	0.06270447463
1026	0.06268128283
1027	0.06265191744
1028	0.06260619902
1029	0.06255492107
1030	0.062521629
1031	0.06247200808
1032	0.06243986335
1033	0.06241520999
1034	0.06236595713
1035	0.06231926357
1036	0.06228015605
1037	0.06224952084
1038	0.06219266162
1039	0.0621439797
1040	0.06209138922
1041	0.0620494654
1042	0.06200341622
1043	0.06195723197
1044	0.06192386401
1045	0.0618883975
1046	0.06184759591
1047	0.06180441361
1048	0.06177010948
1049	0.06174034415
1050	0.06167864714
1051	0.06167447143
1052	0.0616241148
1053	0.06159445597
1054	0.06157158671
1055	0.06152592751
1056	0.0614938852
1057	0.0614500201
1058	0.06142345168
1059	0.06138756314
1060	0.06135446818
1061	0.06131103109
1062	0.06126361538
1063	0.06123246061
1064	0.06119140772
1065	0.06115165689
1066	0.06112911054
1067	0.06108604892
1068	0.06105133798
1069	0.061027615
1070	0.06098573225
1071	0.06096302361
1072	0.06093837078
1073	0.060892605
1074	0.06086544728
1075	0.06081639073
1076	0.06079157679
1077	0.06077277973
1078	0.06073851896
1079	0.060692846
1080	0.06065562977
1081	0.06061488097
1082	0.06057982108
1083	0.06057622543
1084	0.0605321578
1085	0.06050143081
1086	0.06046752018
1087	0.06046392332
1088	0.06046018892
1089	0.0604567475
1090	0.06042536021
1091	0.06038310034
1092	0.06033307447
1093	0.06031313266
1094	0.06027856695
1095	0.06023022796
1096	0.06022688386
1097	0.06022339481
1098	0.06017509797
1099	0.06013178524
1100	0.06009371141
1101	0.06004473517
1102	0.06003960154
1103	0.06001028521
1104	0.059969702
1105	0.0599276481
1106	0.05988810973
1107	0.05984491275
1108	0.05981365584
1109	0.05976726737
1110	0.05974006077
1111	0.05970455937
1112	0.05967051143
1113	0.05962042466
1114	0.059589968
1115	0.05955694528
1116	0.05952001614
1117	0.05951622505
1118	0.05948359543
1119	0.05945769004
1120	0.05942666991
1121	0.05939750812
1122	0.05939405202
1123	0.05935194086
1124	0.05931163931
